Patent_ID,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA15,PCA16,PCA17,PCA18,PCA19,PCA20,PCA21,PCA22,PCA23,PCA24,PCA25,PCA26,PCA27,PCA28,PCA29,PCA30
CN200710147521.X,0.2248833167650098,0.1820876163538206,-0.1332065137304062,-0.1556048365882147,-0.3802843275780929,-0.0218828056006677,0.2102602823404606,0.1628817576148495,-0.0276852143942139,-0.2305997899828963,-0.0975226875174273,-0.1619533155699595,-0.0002050821284713,-0.0801924750373332,-0.0907937047776368,-0.0011958353373765,-0.0464624974549448,0.0469879100041236,-0.0202717460597663,0.0430511849967895,0.0149289417008034,-0.0662785567919169,0.0818961149872775,-0.1388689715317,0.1540341999198881,-0.0386602279516501,-0.0236804928387397,0.0826933310825384,0.0053191872389522,0.0097008415525943
CN1272981A,0.1572655035522392,-0.0618485807837068,0.1741751465599472,-0.0558235028534125,-0.0448119735084618,-0.0067302062504502,0.1676835907490027,-0.0744834397716093,0.0304686686561757,0.3045489550067741,-0.0567225209608087,-0.0691305647024749,-0.0007064230885445,-0.1847958561648663,-0.1012030908729604,0.0899686760197945,-0.1245194265017889,0.0423502783253799,0.1011797937107178,0.0722145104414409,0.1269194863737135,0.0179463212504408,0.0513013822697991,-0.0200282723032341,-0.0726631808102258,0.026920000086496,0.0011784723714719,-0.0429723302962266,-0.0702557982739058,-0.0249449507703031
CN1103526A,0.0683185112863116,-0.0576460441941452,0.0664680354381825,-0.0327745886413337,0.0492991039841555,0.1572737085123041,0.1000749051342043,-0.1983283624230932,0.013246512145398,-0.1930592751945155,-0.0225111785983958,0.0514523624547019,-0.1809669634337797,0.1205389841167672,-0.0194358628148902,-0.1181541317809219,0.0132897508170201,-0.0643571745523731,0.0376156557483383,-0.0321436908542,-0.1312153209085683,-0.0598949140457558,-0.0945706123693689,-0.0744494700917922,0.06709401617932,0.0764962379924686,0.0036694810838342,0.0606786122759621,0.0748529709432896,-0.0500612286897668
CN200510014835.3,-0.0933695941482617,0.1399822310584682,0.0056342898920308,0.0372168791077731,-0.1708632295796503,0.1061633787077198,-0.210141789927842,-0.0984074082695133,0.1209776828264374,0.0286994991019904,0.1183342605283592,0.1614042105427931,-0.1466916843563208,0.0267543790944814,-0.0309781378919243,0.0119335651365084,0.0809489552660385,0.0307917850614606,0.0905567915292684,0.1462193769984649,0.0076830674318274,0.02982143107786,-0.0426422569264935,-0.1467701797818922,0.065831848450071,0.0533590711998853,0.14611280534118,0.0835226332520207,-0.0400030195375731,0.0357848652272152
US7206309B2,0.1314388857943628,-0.0692642015967346,0.1057352176517928,0.0595587506052832,-0.0467207513321084,-0.0947836547472369,-0.0200058316278956,-0.0493265012096121,0.0670340405497227,-0.1165733387292175,-0.1107571146522506,-0.0276576394386954,0.0552830552035789,-0.0362869245814047,0.0113036143195098,0.1224079268039134,-0.0849385339840408,0.0367221936044397,-0.0614902939446594,0.1474834201492131,0.0186096512609544,0.0651351297397897,-0.0744466869414441,0.1725819969645544,-0.0298044923123492,-0.0047663687860462,0.0483751844260171,-0.0143124383276865,0.0550698721978836,0.0622783800124612
CN200710200970.6,0.0528064113652291,-0.1952777632290841,0.0330022682740424,-0.0940370473101735,0.0471834536189095,0.10828762402037,0.0418751022253762,0.2124512422404074,0.2254020624726164,-0.0697700501121001,0.1597266400176721,0.0225843851431902,0.116449625475206,0.0031853446811294,0.105646051617809,0.1134052236288129,-0.1624336623855195,0.0832807504800107,0.0202670664481694,-0.1029532017226647,0.1132552941399892,-0.0222473125187057,-0.1050831054156829,-0.0181290579095008,0.1524757471651482,0.1793912193161323,-0.0936525201840364,-0.1848874779780981,0.0542306573905477,0.0007691110949558
CN1873519A,-0.0874270517256364,0.027220939900948,-0.0138712526649753,-0.0551841132976981,-0.0124435844421277,0.1452032064367375,-0.0712915468386107,-0.1016932870923454,0.0362931836968222,-0.0347217293954177,-0.1581753710519802,-0.0964032949717397,0.1843079960415006,-0.1166067432738656,0.0363395549632617,-0.1614699200161672,0.0712052851951226,-0.1511624625164963,0.1450511410624397,-0.0430656232509108,0.1528573952479451,0.0337757673320757,-0.2029406238481187,0.1065947478160068,-0.0971267227826733,-0.0920450229860752,0.0328128006921047,-0.0629146742297359,-0.081927362109817,-0.0608015886206864
EP1191750A1,0.313974343384277,-0.0357390663239626,0.185140876246578,0.2992027955267159,0.0129059806075877,-0.0919080461758734,0.0577706780569219,-0.1441481309462559,-0.013490067843308,0.1429001476218211,-0.0101451455738779,0.0812281684024882,-0.0065044627167635,0.073895670371395,0.0142735528895457,0.0433034671628957,0.2262382893517495,-0.1208365307700556,0.051990487477034,-0.2179848516242293,0.1492696363442296,-0.0544633314481867,0.1070666447626995,-0.170788112608235,-0.0151399888146525,-0.0602816735090763,-0.0108536032434219,0.0147625234938285,-0.061165160698727,0.0924237969399705
US6055499A,0.0200788977382718,-0.0555809126048809,0.0518546280358957,-0.0483527701231219,0.0010540943935778,0.07619532659688,0.1326279971863985,-0.1183693366122389,0.015264357029336,-0.1293692782014887,0.034525606348574,0.0071761866737887,-0.1018241083014282,0.1112577781073473,-0.0520412943649772,-0.0119723126500132,0.0572926876740465,-0.0887878598689029,-0.1107642104692359,-0.1177472895001557,-0.0638727405246156,-0.0152159382335126,0.0893973626029332,-0.1273836255803991,-0.0290298418707864,0.0226580026061506,0.032207015027151,-0.0361659799811037,-0.01374258003661,0.0521445720115001
TWI261984B,0.1338736596686409,0.0961995249101263,0.2548773002736091,0.1616488218881117,0.2239236467881523,0.0282078698979573,-0.0350172148181997,0.0812773950453504,0.0245571545802046,-0.0710064836769903,-0.2170350568372402,-0.0191506919284888,-0.0545560118433127,-0.0470297007119644,-0.0013296726892008,0.2056670506444871,-0.2036542807390104,-0.02575771229115,-0.2484929276462022,0.0791417123367189,0.0789751615355161,0.0962308611844682,0.0447276328008593,0.2967061148640114,-0.0167843729025617,-0.0065697795206927,0.1131685581123726,0.0394974524111815,0.1380381923404628,0.0535219697771028
CN200510100369.0,-0.0901902852158866,-0.0078042307837987,-0.1673888256866146,0.1180359938980035,0.1424248682777455,0.108204679335757,0.0999686643631552,0.1716655051287444,0.1580089059181778,-0.034350394534553,0.1347643022801872,0.0292128947023444,0.0034527502702681,0.0182061545371177,-0.1604204974036709,0.101102727004255,0.0404512237981958,0.0304183565463125,0.0378241182345775,-0.0800203920575164,-0.011775627127762,-0.0321664841943171,-0.0327858382511315,0.101093686141025,0.0888175786620215,0.053784772282069,0.0653471248950484,-0.0296392943960991,-0.012196425033777,-0.1342090051863254
CN200710105637.7,0.010386195706033,-0.0166411857983753,-0.0260676660846189,-0.0320783056063424,-0.0027372385208325,0.1171550353813492,0.1423322555796349,-0.0499651633435922,-0.0400636386560341,-0.0810526798421667,-0.099723168023939,0.0987110112730632,-0.1205515838611313,0.0324269655091672,0.0565900111789421,-0.0617133877637543,-0.1274665938648392,-0.1105880626940989,-0.0348424901586191,0.0332294659431352,0.1847028867201825,-0.1501443990628741,0.0127982663983713,-0.0140401679943017,0.0376156214301979,-0.1953788458347305,-0.0217307439756151,-0.0125452695841124,0.1034121709136322,-0.0098908624524423
CN100494265C,-0.0864684643785055,0.089891383266452,-0.0031502850460053,-0.0381533919622916,-0.1147723974986064,0.161901000148147,-0.1213665062459982,-0.0787394994910995,0.1145408301509665,-0.0078523580119017,0.0372396790985228,0.1107538055537848,-0.0257881487527222,-0.0253213969911845,0.0049124891330791,0.0079602769848423,0.1102653167244481,0.1378899763628047,0.0108754510277777,0.0632548948848126,-0.0381105995701081,0.0306310656394708,-0.0464516762419496,-0.060983073776364,-0.0341937875155729,0.0351582817641644,0.2001512791043531,-0.1619555745347266,-0.1617771267377945,0.154929938539224
CN200410016862.X,-0.0920077394004428,0.010356879459944,-0.0637285164588012,0.0757844698305991,0.0158118129350262,0.0388012259713885,-0.0113811707666914,-0.0224046426998779,-0.0756148476796593,-0.0381031389592234,-0.0346241522229117,-0.0448379936969019,0.0758332455644464,-0.0276062592274448,-0.11841786687652,-0.1024873400365403,0.0255624984709665,-0.0595924387941146,0.1253727039064467,0.0688112435661681,-0.0341277176434765,0.1095350529287517,0.0936712831898882,0.0329514959422737,0.0983556071658059,0.0509817367885875,0.0228953684182935,0.0047375887731301,0.0681024428134499,-0.1425557690101236
CN101199226A,0.3761286662048196,0.0333454998840793,0.0578799251863273,0.1593919980961741,-0.1821895005728538,-0.1981167223368447,-0.0126035694118504,0.0150786278186006,0.0068116203209583,0.0285514770913573,0.1588217048866927,-0.0390390374025896,0.0611350816265962,-0.002183881539572,0.1332229033854705,-0.1626766572169915,-0.082128906270655,0.0764967428667437,0.1162732081970612,-0.0035557673987598,-0.0464867767176284,-0.0801753734516064,0.0053060289783485,0.0198422787593019,-0.0213317380970447,-0.130778917871,8.841930457117711e-05,-0.0389087389384,-0.0721331874867426,-0.0110273809490196
US20040013432A1,0.0515646648089431,-0.0274087333519639,-0.0678957223339244,0.0902777933868623,0.1288914991074967,0.1304878206892161,-0.0821936143777997,0.0014681007698137,-0.1137079134669599,-0.0445318560943844,-0.0661213358595832,-0.0741161237728708,-0.1123648784288218,-0.0268616816096019,0.0018275627552398,-0.1511217785118615,0.0012433531829682,0.0065989684307498,0.148536630676012,-0.0817939450386735,0.0655140799231134,0.0194529149420977,0.0960211468347389,0.0103030917352251,-0.0071861689571414,0.1316364006139572,0.0813631595259895,-0.0122166180135512,-0.0046842470083705,-0.004899104191245
US7628066B2,-0.1215949881328812,-0.0168736108159302,-0.0914564063120267,0.1216799378335359,0.0980334637561801,-0.0452785267415822,0.1643648549804525,0.0247472425818026,0.1387374640565554,0.0774087721332691,-0.0057450732937976,-0.0356652998602494,-0.1143500241620351,0.0552057951313218,-0.0958965758534556,-0.1350275481266873,0.0688662629836026,0.0440360397376923,-0.1248283293020064,0.0317483153829239,-0.1213967874972669,0.1911858866647098,-0.0809473837933365,0.087687836593513,0.0255976020787536,0.065640603004649,-0.0319435640309776,0.0723650958239371,0.0876614790266823,-0.0171069924079131
WO2002026265A2,-0.0550667514489148,0.0967843732350021,-0.0126094883373132,0.0032403239781305,-0.1107744338437287,0.0894165714278906,-0.1148904634280262,-0.0316681954642744,0.069682147575277,-0.0010771178024908,0.0358690705602166,0.0871649921243597,-0.0416181984916475,-0.0135542083915275,-0.0211158672133187,0.0385467965085119,0.0621578821553047,0.0544261180184763,0.0553226472816844,0.1131559893733401,-0.0069252430932371,0.0273457883927443,-0.0396332745136556,0.0526184827781499,0.0528939862414713,0.0849185356044697,0.0873180447324952,0.0187848060084339,-0.102857505366041,0.0773643810913128
US20060045123A1,0.1748619536665087,0.0060104247527794,0.02838524084272,0.2684102726474736,0.0072016638723426,0.1762364876561193,-0.1021851628390898,0.216419784767611,-0.2569799440024668,0.0969922947120111,-0.0898793432447945,-0.0488549849616923,-0.0478117253322946,-0.0072300696412547,-0.1332232343288308,-0.1150231448920881,0.0406100511479701,0.0558213578081617,-0.095026593516404,0.0378239332798227,-0.1334103427904103,-0.0257925528981112,-0.0879770641319834,-0.0626735438849125,0.0766027105678493,0.0757864347154209,-0.1272460887147161,-0.0008992883509373,0.0623242528935866,-0.0086544606710515
KR100361376B1,-0.2043247852853361,0.022728698129217,-0.1885879397710881,0.2303859204413847,0.0666244663662453,0.049786067076013,0.1292915919803267,0.1004178170246919,0.166074179074569,0.0540763348187154,0.1465377799380685,-0.0756674026866824,-0.0691637369689632,0.0166719935583425,-0.2729986261501814,-0.0503119091492995,0.0622882061347409,-0.0658967575373855,0.0822119575552635,0.1605134007434974,0.0317033797837257,0.0659391550797431,-0.012907108550858,-0.1027671154905181,0.1858982774502525,-0.0853570276750451,0.1251481108065813,0.11875041226224,-0.1238151750234249,0.1042824922958554
US20050249141A1,0.2308999102359524,-0.0953749088422898,0.0972444521179575,-0.0693887172987826,0.0097306367825619,-0.0192800338627538,0.2400113589952321,-0.1629953737659608,0.0844937255224816,-0.0040488540778918,-0.033995160888291,0.1301186955345091,-0.0202140513445609,0.0707889064197049,-0.024601504746578,-0.0972437574698327,0.1730833098538517,0.0010727898333982,-0.1028137800366577,-0.0156672472764384,0.0569734710055111,-0.0133896717827092,0.0349862950634368,0.0051225685304764,0.1789093720680332,-0.2021749173304395,0.0063628913630878,-0.0614822050585136,-0.1215756349832757,-0.0402787330639291
JP2001312254A,-0.0247354619355284,-0.0143499464421799,-0.0152158184506454,-0.053900374894881,0.0691610057011579,0.2691765015615112,-0.087506814653215,-0.0353148159135517,0.0406346426995346,-0.0424281005234083,-0.1200981041898101,-0.0815563159395422,0.3184477926734053,-0.1343993311279693,0.1268527167602714,-0.0284171424363937,0.093511854010698,0.0386124473783189,-0.0181846404026111,-0.0567755353042711,-0.0883356369453441,-0.0620055858165281,-0.1826834466299537,-0.0250885778499301,-0.081856895004543,-0.1489718536817754,0.0917024831351625,0.1481468669602356,-0.1723555874480737,-0.0993551988399538
CN1150728C,0.282844448924073,0.0895981643071745,0.0315565680019682,0.2855046641599927,-0.0350161517804537,0.1448586065672455,-0.1717602640739468,0.2400654645057791,-0.284072069514428,0.2129881878394446,-0.154983589532601,-0.0345214469128101,-0.0937687565657222,-0.0522926738457515,-0.1565613011553393,-0.0728886374009626,0.0600045763425605,-0.0061492511501506,-0.0553649626158289,-0.0624886016748247,0.028892246494242,0.0309677943176322,0.0155557173287004,-0.1156082960916959,0.0881774376727931,0.0437657207896092,-0.1009941810035112,0.0474921255327913,0.0216865420264286,-0.0494454876580576
DE10120281C1,-0.0857148064164549,-0.0726413784506092,-0.0112636427175358,-0.0656752311374174,0.0484255156041662,0.0423699390929211,-0.0409650830060212,-0.105509054450313,-0.0841501867702121,-0.097894464184342,0.1238869894955983,-0.1877674103786571,0.0071074457249044,0.0148264995532334,-0.1704149630726933,-0.0699710976474358,0.0073757872635188,-0.127626077725786,-0.1211670805806854,0.0085548849616757,0.1142176182858284,0.0417327566237003,0.2268879713052086,-0.2019971308266916,0.0412915257807776,0.1133063482233175,0.1330090211465975,-0.0268167118239232,0.0793289436362195,0.1852138386285994
US5808453A,0.0222687469044899,-0.4450904448613522,0.1655599339242918,-0.2296955848158768,-0.0126789497494422,-0.1110434020317038,-0.1534840867208711,0.2608258652645467,0.085467583305064,0.0429789823575263,-0.0233614438214494,0.1118274565651285,-0.0398058215320283,-0.0610722213855711,-0.0362273160783503,0.0546244785704679,-0.0838458898081236,0.0070556728016407,0.1668775548775007,-0.0233881339326611,-0.0126921652992227,-0.0201436751937738,0.0036226615493457,0.035123329257503,0.0306602988533222,-0.0542712823832394,-0.0194044188280536,-0.0020750455267596,-0.0228901333308949,0.1021898910763857
CN2325571Y,-0.145346909608436,-0.1162264934507363,-0.0310625722415672,0.0072222970722114,0.0458366764517389,-0.1734055670828442,-0.0598502033792729,-0.0769436782410595,-0.240049393298476,-0.0574697580717554,0.0760883476485451,-0.069114947211277,0.0703220061719483,-0.0156415405907476,-0.0673045183809095,0.0080084462071302,0.0737156539356064,0.0339294711546361,0.0465706662097774,-0.0453341310999323,0.116041279165298,0.0456775528456661,0.071719588709075,0.0524097424964636,-0.0512454271964891,0.0704594366749434,0.0823791273330601,-0.0699870403648984,0.1482333229330841,0.0298946047761361
CN200710141462.5,0.1483027288183619,-0.0051425280436022,0.1820018080674382,-0.0581073782801086,-0.0909921237769416,0.0191258278862225,0.293074988512306,-0.1282579145758765,0.157468618336041,0.3882055836647953,0.0198256088429918,-0.1148132970910448,-0.0344255406500902,-0.0830409522745905,-0.0601857900787001,0.0268586397697752,-0.0123465805494356,-0.0241949418115439,0.0571861423926668,0.010971869533916,-0.1321186585511808,-0.0715129052968386,-0.0711844694644109,0.0062806398815411,-0.0915045396029869,0.1953718381266066,0.1062801287828954,-0.0011435991286524,0.0587764225968545,-0.1005735676511497
CN1114435C,-0.1036414630770964,0.0740836132641256,-0.0343499367586973,0.0562836451173011,-0.096066074368944,0.0961137758193367,-0.0711351724110152,-0.0166197669543458,0.0941522637769121,0.0492548523855448,0.1037110532833283,0.0104916142416171,-0.064178921149748,0.0310192561044311,-0.1616904084941698,-0.0027084155452445,0.0774528016351298,-0.0594732588961545,0.0154768457438007,0.147062215550166,0.035368483077567,0.0953124111093947,-0.0845540443970812,-0.0493952643119252,0.1482086076477108,-0.0310888993467234,0.1184176004640502,0.139235062045824,-0.1360035176415057,0.0925703034224778
CN2762168Y,-0.1259869256600345,0.0057260586736111,-0.0460611242207666,-0.0458159230472599,-0.01072351525625,0.0706171454608181,0.0302453588273689,-0.0880684095908471,-0.1024792264859012,0.0214312513371435,-0.0448860192656581,-0.1354043559883137,0.0903658526121035,-0.0215832021200772,0.0788998198222477,0.1223821481706346,0.0147001344494856,0.0637382314771774,0.199114151997447,0.1223011896727344,-0.146247958857723,0.2319740148029831,0.1730830685388398,-0.0682260564619506,-0.1334097449595427,-0.2345741430908729,-0.0351312865318731,-0.0013088737353928,0.1215457307243976,0.1059682515785987
US5775858A,-0.1121351184333585,0.0226733885519264,-0.0764651145390393,-0.0018162545530176,-0.0809913157493637,-0.0825274939038842,-0.07439272623033,-0.0409509013634398,0.006492123531379,0.1126441467792861,-0.0636387452494742,0.0059102706457271,-0.076198995042488,-0.0517293766529535,0.1311481658077037,0.0249116293524897,-0.0948687169655236,-0.0554651244128652,-0.0054214964993611,0.021416678305253,0.0668235294762919,0.0596670228793093,-0.0808776529215263,-0.1156054878691609,0.0555462135536489,0.0390123428606709,0.0795693885908513,-0.0047597397975824,-0.0258046336438275,-0.1811803016371324
CA1201952A,-0.0786536080103103,0.0623511152095408,0.0156653015731338,-0.0120063421328354,-0.080337213835472,0.0691701811330239,-0.0810865389468003,-0.0510345708842218,0.033930646955253,0.0254431491856122,-0.0100525289180678,0.1094484166788096,-0.0386016568107302,0.0480998451829683,-0.0189377798116531,0.0066937724851258,0.04344560869617,-0.0233313985957087,-0.0486846162852341,0.0957384224139575,-0.0097724622436316,-0.0334765872058805,-0.0201391864362781,-0.0467308694581133,-0.0077994297104149,0.0120509325689765,-0.0309032988561956,-0.0418793938890166,0.0056841015570924,0.0446043224155831
CN100589378C,0.1643616240317055,0.0737498899976088,-0.0943919663890217,0.1159149901944992,0.0856999144054001,0.1103992093912969,-0.1358496352209513,0.1453071254484596,-0.1616508898136287,0.0651854431593596,0.0139680203945503,0.0137942351288201,-0.0368949570331162,0.0138231502001014,0.0287142177576501,-0.0330524094723029,0.0445906973216892,0.015448216651469,0.0232416009303806,-0.0324028302946468,0.0518246085385536,0.0794861820959778,0.1007514958401682,0.0937482020802314,-0.0359613599190902,0.1464131546199915,-0.0192747107720813,0.0101621581094974,-0.0856101528023939,-0.0101770907443818
CA1324329C,-0.1883355361390099,0.3967170217257045,0.4736975510697367,-0.0969109887359461,0.1961446252301189,-0.0789037972405139,0.0255087833382765,0.1597727654669421,0.0416733706991788,-0.117950864384657,-0.0041425770994045,-0.0185427877803265,0.0036837376814848,0.0088034882879056,0.088465486312113,-0.0514471777541248,0.0261199714682208,0.0774332212618795,0.0126162132195245,0.0017405196276024,0.0012935337804254,-0.024790902664093,0.0067996222080286,-0.0577239662182516,0.0157477272556341,-0.010109138754851,-0.0433781868653557,-0.0533288290724038,0.0466683540797163,0.0352582001930345
CN99127040.1,0.0058414649657285,-0.0634640700770717,-0.0183431777127124,-0.1299701731145907,0.0283337238187944,0.3874243057443506,0.1868230836630064,0.0175505380430436,-0.1421172021413085,-0.04753347817648,0.1035211955873393,0.0187342714328505,0.058525181023416,-0.018458943533192,0.1051082229760779,0.1123456805193554,-0.0364935849762587,0.0731089612140114,0.153991942729722,0.1401093339534546,-0.0458930816500874,0.0549201561745999,-0.0017004489330644,0.0465713965232148,-0.0755253331647946,-0.0988384800873728,-0.1415015343843383,0.1636510742808018,0.0098676403676447,0.0460261660776448
CN1767255A,-0.1010891467244194,0.0629385330441737,0.036304308929303,-0.025384579904171,-0.0649319823337103,0.0424166571784048,-0.1107191652110083,-0.0229583995947073,0.0520139544991938,0.0380331725941873,-0.0381446027678553,0.0543989944033693,-0.1035732747597082,0.0556981750122152,0.0810552883810328,0.0605859877348559,0.0757471139209479,-0.0135180093484914,-0.0842468282389187,0.1616204636206287,0.0049520219075732,-0.0762457555819931,-0.0118148712875167,-0.1095424175321292,0.0421689785084101,-0.0396478324677579,-0.1344653479208385,-0.0976029180718559,0.1077721033795118,0.0216777187039377
CN2701039Y,-0.2194029528114898,0.0582986250062793,0.0516961794905612,-0.028132605566535,-0.0035533178457212,-0.1067986168281629,0.0312206289927904,-0.0396482672822469,-0.1129726776706803,0.0269662855555138,0.0165777618902179,-0.1988398399919517,0.0211413675309177,-0.0191969123407965,0.108642672173129,-0.0444838201329679,0.0132161852519019,-0.178936976815329,-0.0197311125736653,-0.1417462869515873,0.1568187067264418,-0.0079956011694139,-0.1607704345514195,0.08837905548563,0.0442542422781151,0.0285175018491259,0.0008651475889398,0.1583822530362415,-0.1915013460583505,-0.0357975533869021
CN200510075081.2,-0.0592152681812874,-0.1670811661770702,0.079943009098574,-0.058174646731888,-0.0358407316390619,-0.0745067917918959,-0.0002095249686485,-0.0311880750395412,-0.0088072336507404,0.0312145649901247,-0.0523173744668907,-0.0677843449632557,0.0168760723376916,-0.0772450737277693,-0.0250568996886179,-0.036300263245179,-0.074015856716743,-0.0484543883156737,0.0725404109692865,-0.0225468008327824,0.0707502398736878,-0.0006180935577036,-0.1500495148478792,0.0289874379942647,0.01971962341475,-0.1335963657455127,-0.0042084086717368,-0.1555963450199541,-0.0660731266061794,-0.1342539309508926
