Patent_ID,Vec1,Vec2,Vec3,Vec4,Vec5,Vec6,Vec7,Vec8,Vec9,Vec10,Vec11,Vec12,Vec13,Vec14,Vec15,Vec16,Vec17,Vec18,Vec19,Vec20,Vec21,Vec22,Vec23,Vec24,Vec25,Vec26,Vec27,Vec28,Vec29,Vec30,Vec31,Vec32,Vec33,Vec34,Vec35,Vec36,Vec37,Vec38,Vec39,Vec40,Vec41,Vec42,Vec43,Vec44,Vec45,Vec46,Vec47,Vec48,Vec49,Vec50,Vec51,Vec52,Vec53,Vec54,Vec55,Vec56,Vec57,Vec58,Vec59,Vec60,Vec61,Vec62,Vec63,Vec64,Vec65,Vec66,Vec67,Vec68,Vec69,Vec70,Vec71,Vec72,Vec73,Vec74,Vec75,Vec76,Vec77,Vec78,Vec79,Vec80,Vec81,Vec82,Vec83,Vec84,Vec85,Vec86,Vec87,Vec88,Vec89,Vec90,Vec91,Vec92,Vec93,Vec94,Vec95,Vec96,Vec97,Vec98,Vec99,Vec100
CN1113128A,-0.099585131,0.48203683,0.38050535,0.1710248,0.48095176,0.62224168,-0.16493557,-0.14690928,0.173462,-0.30949968,-0.52793616,0.32914552,0.24104877,-0.13451003,-0.18414806,0.25752273,-0.35143268,-0.23893403,0.43898681,0.57916808,-0.0021189658,0.1320821,0.27116635,1.1930878,0.056120921,-0.6307891,-0.4515059,-0.30261308,0.14840953,0.03722227,-1.4051365,0.73101759,-0.028687736,0.79356039,0.23470402,0.3138794,0.34737793,-0.023550499,-0.30608916,0.20390901,0.16601752,-0.013281356,-0.48287371,-0.090764955,0.24486816,-0.32131726,-0.0038860284,0.049927711,0.00027831222,0.17782539,0.1624175,-0.013450996,-0.25876889,-0.75622964,-0.52041107,-0.79848856,0.00031097038,0.50338656,-0.81820464,-0.66908592,-0.16040792,0.11127851,0.026512714,-0.042925004,-0.14815883,-0.58332694,-0.23460542,-0.12912507,0.76870841,-0.56419832,0.50168347,-0.39935058,-0.55170095,0.17706369,0.88936508,0.15939407,-0.37568569,-0.058791198,0.33816537,0.57362157,-0.045853708,0.39761975,0.81660181,-0.025475534,0.25631726,-0.019987322,0.22940467,0.58496684,-0.33869705,-0.30613288,-0.55549794,-0.084039971,-0.58584487,-0.48029265,-0.85443556,0.064997807,0.4628011,-0.49609241,0.068202995,0.27900562
GB2410297A,0.0673398077,0.198003158,-0.440932989,-0.189546689,0.246667683,1.5780586,-0.404701173,-0.48418662,0.256252587,-0.744474351,0.111438386,1.05715942,0.583121896,-0.516691864,-0.930183828,-0.077366285,-0.656180263,0.52804631,-0.346976012,0.643253922,-0.979217529,-0.679231048,0.140112713,0.225497738,0.52091074,-1.10931408,-0.974428415,-0.503786922,0.390252739,0.546432436,-0.996386886,1.770841,-0.182441995,-0.306966007,1.25339735,0.839833379,0.733991504,1.37781203,0.103488259,-0.22657612,0.296828181,-0.45526287,0.401883215,-0.553068519,1.2743938,-1.41174865,-1.02411294,-0.422977328,-0.162138984,1.04947484,-0.286905974,-0.947920561,0.0921252742,0.0146011598,0.285309911,-0.636731863,1.0258168,0.248630658,-1.56586492,0.272051781,0.267734319,0.450620651,-0.74370259,0.606223047,-0.310424536,-0.70571059,1.09178793,-1.02847958,0.230868965,-0.837989867,-0.233372256,-0.478716701,0.161744207,0.841782928,1.19712138,-0.226766095,-0.381558865,0.552706599,0.625042319,0.266151339,0.437185109,-0.292611092,0.317637444,0.918660462,-0.329872251,0.00160422444,0.136724278,0.111348361,-0.818392456,0.151253566,-0.367828757,0.76509434,-0.378700852,-0.614874363,-0.644087911,0.0688390583,0.131213889,-1.13138437,-0.0815108195,-0.608646929
CN100405120C,0.16605078,0.12625995,-0.3748582,0.30082107,1.0138534,0.7827137,-0.35399753,-0.88368857,0.08435963,-1.1043102,-0.6745969,0.769462,0.6797271,-0.31354597,-1.1178813,0.22287475,0.10261115,0.20084772,-0.26757598,0.80332404,0.41272986,-0.5815838,-0.02282732,-0.2962572,0.01599321,-0.5583596,-1.1709284,-0.84913355,0.9726231,0.12592523,-0.6577144,1.6610523,-0.5469072,0.21094279,0.81617475,0.5720015,0.41278157,1.3113376,0.641911,-0.3991591,-0.22413535,-0.54281443,-0.11285187,-0.75943077,0.65117395,-1.1527058,-1.05511,-0.77897245,-0.2164587,0.87446034,0.1742889,-0.62758446,0.16748385,0.16852893,0.36134636,-0.38700232,0.27116486,-0.01347654,-1.4302479,-0.39184982,-0.18142483,0.3472592,-0.80790913,0.500587,-0.12505499,-0.56478995,0.51570785,-1.2443064,0.8531626,-1.0267273,-0.49049678,0.08722678,-0.4679542,0.43829772,0.86698675,-0.50440925,-0.3862356,0.9650261,0.64137864,0.73177165,0.30354023,-0.23343706,0.18084633,0.42738658,0.12267713,-0.5906472,-0.1853284,-0.1442103,-0.7539426,0.16211122,-0.13960867,0.04995033,-0.8214195,-0.4863802,-0.19748116,-0.28419173,0.22421734,-0.8847536,-0.14356436,0.09579229
US5339430A,0.0591946,0.47986662,-0.61361414,-0.20600456,0.9470826,0.08836997,0.2675732,-0.48341027,0.66591746,-1.2053186,-0.96123606,0.09442833,1.394977,0.13801704,-0.03484302,0.35132778,-0.32684404,0.01042838,0.41706267,0.7292587,0.15514518,-0.9174424,-0.80276126,-0.17368063,-0.21986185,0.0889077,-0.9884008,-0.1122813,1.2102876,-0.87883,-0.4287756,0.9298656,-0.36755115,0.25881588,0.713659,-0.13428134,0.04902351,0.00932546,-0.145061,-0.54618055,-0.3813119,-0.25473002,0.03025619,-0.10694082,-0.32103413,-0.88071734,-0.55135036,-0.4623256,-0.05565331,0.58241904,-0.5477064,-1.4471977,-0.3834361,0.37262982,0.08479046,-0.27545327,-0.4380879,0.7630857,-0.32549083,-0.4698743,0.16790155,-0.05757067,-0.67355096,0.17805305,-0.54067796,0.6916651,0.7156154,-0.29798695,0.30060112,0.15171933,-0.9386726,-0.02928643,-0.6840692,-0.70992595,0.3232643,0.3501912,-0.370895,1.1635045,0.40629226,-0.05739583,-0.8981221,-0.0265536,0.13653128,0.3580675,0.23942374,-0.0855405,-0.12902394,0.08191064,0.3444586,0.7251351,-0.13150847,-0.23521137,-0.6889149,-0.10464814,0.8256014,-0.46046016,0.04273427,-0.16308933,-0.6334862,-0.02291864
US5389193A,0.15976676,-0.11801086,-0.18568972,0.3074966,0.69210476,0.50874895,-0.559415,-0.7634264,0.22190097,-0.30374956,-0.75330144,0.33653957,0.71480024,0.50869447,-0.4696714,0.2570756,-0.09552489,0.3590702,-0.28344256,1.319232,0.0222551,-0.36893272,0.10692026,0.28884685,0.46586853,-0.47999063,-1.0558794,-0.21521178,-0.38997597,0.09383525,-1.5541906,1.0857657,0.00476356,0.09205057,0.7700976,0.88681734,0.0021827,1.3843575,0.5591605,-0.05697436,-0.29796237,0.23150274,0.06325269,-0.9480689,0.58608997,-0.636061,-1.0202065,-0.6078981,-0.64424634,0.3503202,0.16369471,-1.1069415,-0.27096528,-0.8727187,0.09423248,-1.1565301,0.16223696,0.2792266,-1.3253052,-0.54836786,0.1474759,-0.07810222,-0.14467514,-0.17938949,0.06427591,-0.6559949,0.32124448,-0.7974276,0.14815329,-0.9973319,-0.46255836,0.06144915,-0.26224685,0.04564567,0.27564597,-0.34274882,-0.5340361,0.08290312,0.95400983,0.3290041,0.15709262,-0.2765943,0.43269,0.55572706,0.31434828,-0.11956231,-0.561176,0.2355659,-0.92030346,-0.31894,-0.2760587,0.29883724,-0.7776643,-0.526497,-0.13224944,0.4355538,-0.29271674,-1.4731598,0.41305932,0.42170233
US20070214041A1,-0.4385746,0.39271104,-0.37733892,-0.14761263,0.39567712,0.503403,-0.2738673,0.07315177,0.36221555,-1.2224597,-1.0524949,0.05388757,1.2364341,-0.28503442,-0.41436884,0.14948225,-0.08602148,0.23317276,0.33530968,0.15464823,0.34272602,-1.2663375,-1.2155465,-0.3970281,-0.31123197,0.48258236,-0.782115,-0.34691843,1.2290466,-0.6444527,-0.08191442,1.2118424,-0.6113424,-0.24378529,0.9073859,0.1050919,0.09373632,0.06983497,-0.85434645,-0.5343316,-0.46095124,-0.5866762,-0.5846768,0.08820289,0.02003238,-1.170028,-0.52168804,-0.7837732,0.5863071,0.32770887,-0.3780532,-1.17989,-0.09698007,0.54516774,-0.02587806,0.3738697,-0.57402503,0.23368765,-0.15374245,-0.4660617,0.6062424,-0.00677967,-0.81765884,0.2778802,-0.03447595,0.7417852,0.96287745,-0.138982,0.47124508,0.65849507,-0.6517057,0.44661397,-0.54931456,-0.70918936,0.54597825,0.43976715,-0.379683,1.3722234,0.3634818,-0.1377766,-0.9142061,-0.4013384,0.14103056,0.8007408,-0.3308899,-0.41734764,-0.1441639,0.04815025,0.44146487,0.34390762,0.15441929,-0.18188147,-0.7947849,-0.1555971,0.25481158,-0.3405623,0.7379885,0.08702976,-0.6370296,-0.5155139
US20020040386A1,-0.556056321,0.250712574,-0.0805394873,-0.0427790061,0.60043633,0.867329895,-0.998514235,0.204068765,0.699270129,-0.747255385,-1.70433652,0.117986523,1.69565034,-0.126354128,-0.799519837,0.000317028578,-0.092877984,0.170040444,0.507082343,0.460858315,0.667624772,-1.536093,-1.24034309,-0.043522127,-0.547284305,0.234690353,-0.367590457,-0.537247479,1.37764847,-0.663514972,-0.341867775,1.27722919,-0.746995091,1.54290883e-05,1.14847124,-0.279730141,0.120225072,0.183630362,-0.599109948,-0.817893624,-0.759776413,-0.70604378,-0.564436615,0.267213047,-0.0821320862,-1.61944234,-0.408866376,-0.678871036,0.891037643,0.676832974,-0.844749033,-1.10934317,-0.191726044,0.520629764,0.410829574,-0.138576001,-0.974056065,0.548878312,0.0141362296,-1.11812246,0.790027618,0.0897967443,-1.38010406,0.652133286,-0.153253883,0.832020342,1.63184547,-0.443290919,0.696538806,-0.063556768,-0.737528265,0.556819081,-0.990067184,-0.719201028,0.839014649,0.119849026,-0.535167754,1.63911164,0.265692979,-0.139072433,-1.09005857,-0.852996349,0.300620347,0.517588139,-0.307109773,-0.582926273,-0.120820366,-0.414246827,0.22916171,0.288186789,0.240790978,-0.26786685,-0.949478745,-0.438641876,0.0563225448,-0.658047855,1.21397483,0.592502534,-0.929237902,-0.543696046
US6068799,0.403653204,0.455681682,0.220736817,0.0993618667,0.50343293,0.55354315,-0.134450361,-1.08304024,0.444375336,-0.43056193,-1.62058461,0.58713299,0.415186912,0.730895996,-0.106106125,0.455153942,-0.033996053,0.367533743,0.672223926,1.08160102,-0.0989729166,-0.122664653,0.133323073,0.424661994,0.35257715,-0.354993582,-0.489640355,0.0140051711,-0.40187645,-0.0786491036,-1.94910574,0.723865807,-0.240576923,0.917979002,0.00987460837,0.499929011,0.388226569,0.280717731,0.223387659,-0.165493831,-0.0968163013,0.300826818,-0.214474455,-0.436808914,-0.0828859955,-0.169229493,-0.620446444,-0.282404125,-0.0698690936,0.237112343,-0.0782926753,-0.414547473,-0.140962839,-0.866301537,-0.243425056,-0.789359808,-0.570737183,0.145774812,-0.96789521,-1.01559341,-0.0157907996,-0.290711522,-0.137528285,-0.74154669,-0.23286359,-0.952715158,-0.683198273,-0.453105986,0.583594501,-1.13831711,-0.18846263,-0.564944625,-0.655911207,-0.224281609,0.65653497,0.000922236184,-0.196479976,-0.201145932,0.782444835,0.234882563,0.379385948,0.160399154,1.08945227,-0.451925337,0.642219841,0.584107041,-0.123302378,0.016264962,0.0115222232,-0.516779542,-0.916972995,-0.137317657,-1.0039134,-0.695496261,-0.438008249,0.0551614538,-0.214788333,-0.762769163,0.477198869,0.503260672
CN101001298B,-0.3878348,0.44686976,-0.47351858,-0.19717406,0.19415276,0.80947775,-0.61515635,0.26312107,0.7002731,-0.60507834,-0.980805,-0.19704089,1.4284908,-0.3410493,-0.19525117,0.19985083,-0.06277031,-0.20785785,0.16251439,0.44813517,0.65383524,-1.3993074,-0.91958797,0.11430145,0.01986252,0.11058613,-0.4275057,-0.5564892,1.1619503,-0.6755089,-0.4766525,0.9157849,-0.3420416,0.05185453,0.65631044,0.20348534,-0.04361981,0.00483506,-0.5271129,-0.6514836,-0.3071769,-0.9323822,-0.28706694,0.5558393,-0.5124904,-0.739531,0.01433035,-0.37129098,0.3260399,0.62144446,-0.36829856,-0.71173483,-0.32691884,0.41360652,0.39676818,0.18119204,-0.93612593,0.31326863,-0.30080223,-0.98392165,0.638143,0.09049833,-1.1591601,0.18938032,-0.44775802,0.5094389,1.1700239,-0.43128613,0.61938685,-0.26293057,-0.7598406,0.5044227,-0.6199198,-0.74969864,0.3931629,0.21914719,-0.3401719,1.2900755,0.39995646,-0.19530602,-0.47981462,-0.6726974,-0.14970993,0.4447787,-0.04645323,-0.40078813,-0.37541553,-0.53003544,0.15014818,0.53595054,-0.14752434,0.05214772,-0.7126174,-0.2737534,0.2061702,-0.4312162,0.38992947,0.6675929,-0.7631628,-0.40154493
CN200510026459.X,-0.24862932,0.35572088,-0.31369314,0.22593911,0.35048604,0.61739504,0.22856444,-0.26447013,-0.12105933,-0.55664754,0.31318036,0.9585889,0.861974,-0.17129922,-0.7084449,0.66800636,0.00363863,0.41403112,-0.5391738,0.672261,-0.19534414,-0.71232533,-0.0466719,-0.13485263,0.56285256,-0.7771401,-0.83438164,0.17493719,0.67256254,0.39019138,-0.6563347,1.0499592,-0.12759364,0.61856526,0.63237303,1.0073328,0.25622705,0.7106402,0.3546447,0.04331645,0.06997157,-0.2586311,0.7665851,0.02997042,0.15977217,-0.9311181,-0.42320952,-0.23822638,-0.4936756,0.84395075,-0.29561535,-0.98949385,-0.47215104,-0.06427282,0.27127895,-0.45984492,0.81396043,0.46666607,-1.2207592,-0.07502209,0.45643812,0.26456052,-0.55011785,0.21530749,-0.45006382,-0.50721544,0.64113134,-0.9056893,0.54263854,-0.7508716,-0.6783433,-0.4003234,0.25093648,0.75638354,0.9341129,-0.5431587,-0.40382358,0.70942634,0.8938489,0.6796997,0.30468586,-0.10460082,0.2684657,0.74161184,0.20836094,-0.3158311,-0.08681715,-0.12976746,-0.35932505,0.11318651,-0.41128695,0.02091197,-0.25227535,-0.71232456,0.30923596,-0.04394757,-0.24907678,-0.769042,-0.30451694,-0.7480679
CN2842730Y,0.19537583,-0.54712427,-0.42930785,-0.09434764,0.50727594,1.3491472,-0.0272007,-0.46721506,-0.05192273,-0.8668129,0.26609936,1.5080361,0.69617295,-0.2034028,-1.0557562,0.6150348,-0.37237087,0.23198216,-0.23547503,0.7803625,-0.39578426,-1.3197064,0.11594808,0.38441557,0.2480999,-0.97742474,-0.87701684,-0.29140678,0.44096723,0.33053198,-1.0841076,1.793113,-0.25476712,0.16849802,0.78053856,1.0161654,0.69405687,1.3991765,0.19172284,-0.31733227,0.10941682,-0.36617178,0.7179207,-0.35879418,0.47066393,-1.3667396,-0.45760307,-0.57855445,-0.23066874,1.0760753,-0.61044455,-0.62599623,-0.27189818,0.2242022,-0.14344662,-0.2941658,0.44949237,0.40829247,-1.1013368,0.04068146,0.43606368,0.45479685,-0.6427645,0.5250617,-0.23140001,-0.8902119,1.0640036,-1.6262255,1.1871177,-1.0102954,-0.37526053,-0.47899118,0.0600229,0.8746387,1.0841072,-0.3296336,-0.45905972,0.59884655,1.3301378,0.226581,0.8019811,0.08474499,0.4468967,0.83691216,-0.3625911,-0.2822715,-0.20162249,0.36598703,-0.725314,0.16738217,-0.7869355,0.3167699,-0.70873153,-0.685509,0.10555158,-0.30350238,0.03438506,-0.73813385,-0.20377712,-0.78001297
CN200510094140.0,-0.0489290692,0.101856254,0.362227112,0.0534926541,0.517260611,0.250210792,0.157871932,-0.707256079,-0.142898768,0.162953198,-0.757708669,0.385254592,-0.677192569,0.37111786,0.0981098488,0.466404766,-0.18070811,-0.356086969,0.916482925,0.307225049,0.161997512,0.272791833,0.336426646,0.616701722,0.0453995951,-0.508687735,-0.203601763,0.0608021542,-0.0841046199,-0.182005674,-0.995102704,0.27493006,0.302476525,0.828326881,0.410697669,0.0573973842,-0.146908835,0.349571347,-0.0375782736,0.0373081267,0.20140563,-0.0186357126,-0.306335688,0.00294337724,0.303644896,-0.00490138028,-0.539111257,0.512204707,-0.706804991,0.124692298,0.120858677,0.140406311,-0.455417275,-0.768948615,-0.510446846,-0.774892151,-0.310093999,0.228740185,-0.705302596,-0.759456754,-0.0674453601,0.000756890571,-0.00174385693,-0.197597086,-0.1634534,-0.600930512,-0.409707755,-0.150068596,-0.0354912058,-0.37774539,0.119513176,-0.647824407,-0.634070158,0.29368791,0.87906009,-0.160376206,-0.190797001,-0.120345406,0.579691231,0.496273458,0.03446218,0.0944434553,1.03511858,0.0301423315,0.375779927,-0.0435951948,-0.172723323,0.573952377,-0.105212606,-0.350952178,-0.41236183,0.2136105,-0.457538515,-0.426217377,-0.0998039991,0.68504554,0.0759623349,-0.699211836,0.00314711756,0.641952336
US6355399B,-0.056894537,0.24030513,0.42984676,0.00013936519,0.97291404,-0.045039706,0.15234198,-1.5782923,0.51130748,-0.95013452,-1.3940641,-0.12443354,0.68532163,0.33746994,-1.0469143,0.46291596,0.019667277,0.34675702,0.30212215,1.0534436,0.76522583,-0.2200851,0.19937149,0.41837424,0.03811856,-0.067175739,-1.6904097,-0.2764537,0.11273504,-0.25615516,-0.98948336,0.95742762,-0.61810523,0.31055674,0.82048643,0.57998878,-0.82861704,0.33798969,0.3231124,0.3654269,-0.8507129,0.18521343,-0.027953606,-0.50843978,0.65336663,-1.0629328,-0.84604508,-1.0280695,0.29613519,0.34868294,-0.19161427,-1.2091564,0.18205327,-0.41991919,0.10948681,-0.55341828,0.37777683,0.29127225,-1.3044417,-0.4897348,0.47298732,-0.30518773,-0.73689407,-0.43622926,-0.5563544,-0.77938998,0.62131494,-0.45398358,0.99309403,-0.12111055,-0.36828876,-0.54445672,-0.087882586,-0.4247306,0.33512017,-0.22238444,0.046408139,0.55657804,0.84621757,0.077995896,-0.48838097,-0.38340515,0.35834405,0.44948542,0.30542827,-0.88110918,-0.61248833,0.23686308,-0.62017953,-0.14984491,-0.23136744,-0.2052031,-0.72845185,-0.95774508,0.19284254,-0.29773048,0.64939684,-0.74322569,0.084990263,0.71088958
CN1815982A,-0.34657544,0.3729586,-0.56302124,-0.77574426,1.2241493,0.70657748,-0.19244768,-0.6027832,0.48614341,-1.2222682,-1.0548397,0.59628302,1.0832945,-0.41833469,-0.7511068,0.19914371,-0.26182082,-0.063499056,0.24997166,0.56474817,0.403947,-1.9185604,-0.85597801,-0.017360294,-0.33029732,-0.35315296,-0.63028544,-0.1716238,1.8779393,-0.54062408,-0.03696797,1.3758078,-0.58453494,0.66332459,1.4593987,0.12965707,0.25304589,0.16926798,-0.49796852,-0.28251421,-0.38270691,-0.65775347,0.1468123,0.11370595,-0.5068661,-1.556723,0.039991241,-0.4302021,0.26438254,1.2213386,-0.52771372,-0.64943922,0.15991747,0.52456397,0.086314827,-0.19641651,-0.42224348,0.84318614,-0.096207373,-0.94776911,0.73787737,0.19410469,-1.5966926,0.40008733,-0.087668918,0.054507155,1.3789099,-0.97667861,1.1014225,-0.088738702,-0.84512377,0.22749527,-0.43240914,-0.053577017,0.65253043,-0.038724832,-0.0010749972,2.0664287,1.0771347,0.49501622,-0.84139907,-0.37805477,-0.17857368,0.53214025,-0.86364645,-0.70285136,-0.56103927,-0.45053908,0.053214129,0.81124008,-0.099307634,-0.27353951,-0.1284655,-0.24392319,0.2977615,-0.88290495,0.74606681,0.68133414,-1.2267433,-0.53630841
CN200710013326.8,-0.4475832,0.1646839,-0.07360708,-0.05574214,-0.6772568,0.94446796,-0.38779065,-0.16943736,0.32587484,0.559635,-0.97032547,0.16343568,-0.8328827,0.4177676,-1.4217743,0.03910767,0.37741104,0.2901133,-0.03563645,0.59137607,0.3024729,-0.72140265,1.1049894,1.5747406,0.19369297,-0.46794188,-0.8075792,-0.5451893,-0.4868555,1.1586342,-0.7369758,-0.17105335,0.02660092,0.88110673,-0.08712778,0.26678714,0.5373555,0.45590973,0.5504456,0.27547514,0.04668033,-0.40126073,0.06368853,0.15728801,0.6868925,-0.5152001,0.20428708,-0.27502385,-0.8641086,-0.7390335,0.5764187,-0.36991307,-0.24721818,-0.91428554,-0.40395805,-0.23332004,0.38143396,-1.1875442,-0.48734385,-0.59480757,0.2237197,0.08652865,0.16233583,-0.7771175,-0.80928975,-1.1450001,-0.6867382,0.30766356,0.40538004,0.11503029,-0.12451807,0.11394173,-0.44837767,0.15428655,0.50730544,0.16244507,0.17955263,-0.15104552,1.1489884,0.84825367,0.37575427,-0.05100472,0.6367818,-0.14336823,0.52232724,-0.35066423,-0.90351486,0.13887522,-0.6032323,-0.63635176,-0.7049751,-0.6761753,-0.17114979,-0.1417219,0.0027902,0.7274241,-0.11051492,-0.9144066,0.5909788,1.0091963
JP2001147465A,0.0072765965,0.275338203,0.0419312753,0.0694165081,0.606211483,0.256174743,-0.00118114776,-0.427797794,-0.176355138,-0.78853327,-0.128477335,0.325309932,1.97872102,-0.835398853,-0.479132086,0.24282515,-0.224525958,0.00649011135,-0.438064396,0.82902813,-0.161231518,-0.497380286,-1.52409601,-0.696532369,-0.369685769,0.288811982,-0.363895029,-0.00429741386,0.776418805,-0.842329443,-0.980009794,0.807564497,-0.679477155,0.545305848,0.950611115,0.528145313,0.0603896156,0.170579687,0.168188646,-0.754650474,0.160718933,-0.720406771,-0.519923568,-0.0940124393,-0.716003001,-0.650667667,-0.616869569,-0.447789133,0.166154489,0.743398666,0.174484208,-1.1014266,0.184220582,0.04359027,0.816114664,0.329911679,-0.197168261,0.74666816,-1.19566286,-0.579962015,0.0750481486,0.237044662,-0.816127717,0.0769165903,0.630527437,-0.115466334,0.0450623594,-0.826913178,0.483612597,-1.06589854,-0.942147732,-0.0177416634,-0.529693782,-0.402855873,0.472074986,0.0257046428,-1.26939547,0.64291507,0.821496427,0.432739109,-0.553295612,-0.784361541,-0.168593422,0.500409603,0.206206366,-0.00694561331,-0.775765717,-0.436061442,0.302543789,0.107708424,-0.176741838,-0.210707814,-0.521567464,-0.370823652,0.837255538,-0.610431492,-0.186144248,-0.245966807,0.0559008606,-0.248433113
US20040020177A1,0.1031414,0.1368531,-0.16404447,0.08381375,0.20468168,1.4299135,-0.21649611,-0.6579505,0.41267127,-0.81544334,-0.11581115,1.1378481,0.5699139,-0.2267472,-1.1954701,0.11762204,-0.25684717,0.53949004,-0.6025397,0.6333754,-0.84642327,-0.33162102,0.17055635,0.4252569,0.5874184,-1.0289987,-0.8751872,-0.523929,0.41207257,0.6380994,-1.5807705,2.003932,-0.186609,-0.3029668,1.0590537,1.2265733,1.0267651,1.1815083,0.0244021,-0.16146496,0.19171596,-0.717043,-0.09422694,-0.42934942,1.5327073,-1.9382827,-0.9413594,-0.7669424,-0.4178478,1.0440927,-0.27210134,-0.89705956,0.42662945,0.0424451,0.23315668,-0.54858166,1.1466287,0.3415302,-2.1159778,0.00895147,0.39046988,0.19974138,-0.29950026,0.9439394,-0.14207411,-0.86562985,0.6855331,-1.4032348,0.61680156,-0.65012527,-0.19691955,-0.3840226,0.19547279,0.6272376,1.6979101,-0.5920166,-0.18925378,0.7756103,0.8492476,0.22360596,-0.1303485,-0.28515548,0.49924284,1.0414904,-0.02210516,-0.4663197,0.22177736,-0.0995731,-1.0192779,-0.01296371,-0.53626317,0.54077154,-0.631877,-0.6505576,-0.6334645,-0.34392998,0.51210755,-1.3400357,-0.30255195,-0.32378477
FR2804808B1,-0.39533705,-0.02557346,-0.5744555,-0.4629644,1.0689285,-0.00761067,-0.7938313,-0.28059822,-0.19573832,-1.3216777,-0.95579636,-0.11119739,1.6100287,0.1553145,-0.36713925,-0.16123241,-0.39629695,0.09121305,0.21610937,0.09397406,0.78469884,-1.7618408,-1.3691548,-0.11392757,-0.39014775,0.01727761,-0.32662845,-0.75687367,0.9631571,-0.4213367,-0.30074084,1.2624745,-0.33792388,0.31955966,1.5461426,-0.1891399,0.4293568,0.8220674,-0.52781576,-0.6962439,-0.29355,-0.9960944,0.0476578,0.0904585,-0.15762316,-0.8823207,-0.54404664,-0.25484884,0.26646772,0.90261716,-0.57911325,-1.2047869,0.03606863,0.8654349,0.778732,0.31548777,-0.20777409,0.6642523,0.09791303,-0.4401531,0.8471466,0.15303472,-1.5148517,-0.11768745,0.09976825,0.07776838,1.1464219,-1.1951582,0.94452024,-0.44556713,-1.6976308,0.8158616,-0.45760095,-0.4495823,0.84992427,0.34533012,-0.28975213,1.3811116,0.49170214,-0.10751582,-0.6010306,0.05022481,0.06112307,0.7184575,-0.15807997,-0.46373355,-0.83424526,-0.5301593,0.6972579,0.28574052,-0.272889,-0.00833479,-0.8616011,-0.06869574,-0.08213008,-0.7885373,0.5120585,0.6465845,-0.6224703,-1.013657
CN1610314A,-0.379428357,0.299911827,-0.582085609,-0.418725789,0.649838269,0.480776191,-0.269076884,-0.00172419846,0.195036456,-1.04158521,-0.970864236,0.2764844,1.25777316,-0.478606671,-0.181760758,0.0733273551,-0.232822046,0.0829909816,0.297494411,0.797681987,0.790098846,-1.59841299,-0.67275542,-0.202129573,0.0695893914,-0.201206326,-0.640293241,-0.736604452,1.29925489,-0.280490309,-0.252946436,1.59573734,-0.404908687,0.614761174,1.0725913,0.196197122,0.0990359783,0.754257321,-0.249701947,-0.389703184,-0.240783706,-0.702005804,0.618139386,0.608683109,-0.264121979,-0.622228622,-0.526399314,-0.223209575,-0.0568987578,0.9929654,-0.708568811,-1.3051008,-0.396040797,0.324999422,0.400813282,-0.204958245,0.000756915659,0.262550741,-0.567617416,-0.153437778,0.695392728,0.161840349,-1.28518844,0.372240722,-0.222661242,0.176209152,1.07837415,-0.776356459,0.751675785,-0.347691119,-1.20258451,0.560848296,-0.533617854,-0.505210817,0.710401297,-0.218698904,-0.348205864,1.23531437,0.639523447,-0.562209249,-0.680500865,-0.544225454,0.100519314,0.693384349,0.117827654,-0.21708788,-0.599304616,-0.423011243,-0.183858484,0.537668288,-0.722798288,-0.15547058,-0.610128462,-0.626324713,0.414969355,-0.269197822,0.573859274,0.197267264,-0.77953285,-0.476270229
US20050215830A1,-0.46549302,0.17659263,-0.03393275,0.8761437,0.2557201,1.2793095,-1.0362046,-0.11167073,0.5397578,-0.37607187,-1.2388959,0.37787527,-0.19466591,0.62329185,-0.21185431,-0.86558664,-0.40145445,-0.15668468,0.5686764,0.64322346,0.50085306,-0.00875787,0.1817953,1.7833327,-0.15528673,-1.027299,0.08867604,-0.70635647,0.3305554,-0.03925569,-2.358138,0.94323516,-0.34778547,0.6884731,0.5101514,0.5800072,1.0416788,1.213413,0.72913593,-0.22680725,0.17048809,-0.17995895,-0.8261331,-0.10581604,-0.03492864,0.33512217,0.57257295,-0.6982641,-0.38260534,-0.55770016,-0.07855278,-0.4696078,-0.5843562,-1.1351532,-0.5017511,0.07334101,-0.02952703,0.02791115,0.16064185,-0.50937855,-0.65640247,0.73806494,-0.40180668,-0.25380972,-0.4886997,-0.5022147,-0.94966155,-0.04316939,0.4639676,-0.87393814,0.741873,0.08677267,-1.3225163,0.2137816,0.6483714,-0.0261414,-0.50269884,-0.31041482,1.1748908,0.60313785,0.4873443,-0.3444219,0.52182025,0.05923146,0.0206539,0.12480445,-0.48699015,0.12414958,-0.7385242,-0.6945557,-0.3186522,0.24468555,-0.94422287,-0.11620624,-0.5632194,0.7947643,0.6770656,-0.77155167,-0.24226017,0.7950421
